location_id,latitude,longitude,rainfall_mm,soil_moisture,slope_degree,elevation_m,terrain_roughness,historical_landslide_count,landslide_occurred
1391,27.5039,96.8908,65.0,25.1,17.2,1249,0.374,1,1
1392,24.6706,95.956,96.9,31.2,54.2,2924,0.593,7,1
1393,27.2354,89.1163,,51.2,29.6,1627,0.324,2,0
1394,27.7735,88.5683,66.8,12.5,6.1,367,0.142,0,1
1395,24.0677,95.9297,1.0,20.5,12.7,1010,0.48,1,1
1396,26.4987,89.4797,17.2,33.4,23.8,1443,0.241,0,0
1397,28.5397,93.0815,73.3,34.9,60.4,2526,0.719,5,0
1398,25.6245,96.6996,163.5,47.5,40.8,2335,0.331,3,1
1399,26.522,93.3908,11.1,18.0,10.8,966,0.394,2,0
1400,26.4327,91.7737,40.3,25.6,31.1,1865,0.282,1,0
1401,25.6606,92.2277,3.6,6.0,4.0,606,0.414,0,0
1402,29.0514,88.5996,50.6,22.1,20.3,1345,0.41,7,0
1403,28.2971,97.2031,,21.3,15.2,888,0.137,0,0
1404,24.6082,90.9512,91.7,22.6,51.1,2826,0.618,3,0
1405,29.4837,89.799,2.9,5.8,58.0,2701,0.628,4,0
1406,28.8356,90.7174,50.6,31.8,7.0,494,0.182,2,0
1407,25.5615,97.1615,19.1,20.3,8.5,479,0.161,0,0
1408,28.6029,88.8957,1.9,17.8,62.6,3049,0.705,4,1
1409,24.5853,96.2394,207.2,35.2,31.6,2052,0.507,3,0
1410,29.4951,94.7245,23.4,24.0,26.6,1791,0.308,2,1
1411,27.6613,95.8852,428.3,65.4,34.7,1979,0.582,4,1
1412,27.5757,97.271,187.9,40.1,9.3,1165,0.17,0,0
1413,24.4974,96.0005,273.3,52.9,60.0,3006,0.428,3,1
1414,28.9337,96.9621,17.2,6.6,63.7,2885,0.665,7,0
1415,24.1595,89.2059,13.2,34.5,36.6,1985,0.287,6,0
1416,25.3246,95.56,86.8,16.3,24.7,1144,0.275,3,1
1417,24.7866,93.1839,354.4,57.7,31.6,1519,0.414,5,1
1418,28.2722,93.1632,23.9,13.7,13.1,916,0.202,0,0
1419,25.0901,96.5398,49.9,26.5,7.7,549,0.137,1,0
1420,29.0085,97.2321,0.3,13.4,40.8,2399,0.553,2,1
1421,27.6095,94.696,29.9,34.9,33.1,2121,0.439,6,0
1422,24.1989,92.5879,500.0,72.0,51.2,2408,0.677,5,1
1423,24.0299,92.3358,9.1,25.6,5.4,812,0.268,2,0
1424,24.2841,91.6702,10.5,13.5,35.5,1805,0.43,4,0
1425,27.3326,91.4352,7.2,5.9,30.4,1414,0.307,3,0
1426,28.4081,91.7193,49.6,22.7,15.1,940,0.417,3,0
1427,25.312,88.8527,16.6,23.2,26.1,1307,0.253,2,0
1428,28.6717,88.7356,6.2,19.7,25.4,1346,0.266,2,0
1429,24.3148,95.4088,10.4,35.9,22.4,1147,0.486,4,0
1430,28.4053,92.2377,119.6,39.9,18.0,899,0.416,2,1
1431,29.1029,96.8415,1.9,36.1,37.4,1748,0.494,9,0
1432,28.2466,93.8161,19.0,15.9,10.3,1146,0.084,0,0
1433,27.8397,88.3342,45.5,34.4,40.0,1760,0.318,3,1
1434,28.6089,89.4965,30.5,25.4,4.7,515,0.231,2,0
1435,24.2208,89.9553,48.5,29.1,42.9,2186,0.585,2,1
1436,25.1098,97.2695,16.7,37.4,38.5,1888,0.442,1,0
1437,24.6871,90.0777,255.8,53.2,69.5,3242,0.47,2,1
1438,26.7749,92.8997,45.3,37.8,44.4,1906,0.37,0,0
1439,28.0985,96.8937,17.2,29.3,19.2,1322,0.364,2,0
1440,27.4651,97.2833,55.5,14.6,33.2,1822,0.499,4,0
1441,28.6812,90.2454,110.6,38.7,57.5,2877,0.397,4,0
1442,24.8537,88.4666,168.7,38.3,16.3,1149,0.126,0,0
1443,28.0404,89.4592,27.3,36.4,37.6,1911,0.355,2,1
1444,25.0617,88.6016,69.7,37.6,17.1,1029,0.147,2,0
1445,25.4892,89.8537,45.8,12.8,25.1,1263,0.384,0,0
1446,27.9045,93.4014,9.3,9.7,39.3,2022,0.311,4,1
1447,29.3911,96.6683,411.6,52.0,40.5,1738,0.529,4,0
1448,27.3635,93.1036,140.0,35.4,10.0,730,0.378,2,0
1449,24.2998,93.9469,22.9,9.6,37.7,2083,0.64,5,0
1450,27.3897,89.9177,121.8,40.7,20.2,984,0.514,4,0
1451,24.2329,95.6055,17.3,23.8,60.1,2548,0.51,4,0
1452,28.8628,93.869,254.3,58.8,9.0,917,0.072,1,0
1453,27.9027,96.2093,66.1,20.6,20.2,1186,0.266,3,0
1454,24.9522,97.014,27.1,23.8,20.2,1469,0.418,0,0
1455,24.5045,91.3051,0.9,8.3,7.0,1036,0.071,0,0
1456,25.0094,88.8605,250.6,59.9,24.5,1750,0.307,0,1
1457,29.3901,90.1463,5.3,10.6,14.4,974,0.215,1,0
1458,26.5221,92.1595,9.6,8.8,58.4,2621,0.477,3,0
1459,28.3124,96.9841,154.4,27.9,22.5,1426,0.432,2,1
1460,27.5002,91.5939,54.4,35.9,15.1,1144,0.364,1,1
1461,27.1483,95.3223,44.0,12.7,57.4,2832,0.597,9,1
1462,24.7982,93.1345,102.1,35.1,9.6,709,0.428,1,1
1463,29.2031,89.7367,7.0,28.8,6.5,405,0.085,0,0
1464,25.6574,91.047,273.3,58.2,28.8,1399,0.252,0,0
1465,27.1791,94.2053,13.1,11.9,23.9,1164,0.313,1,1
1466,27.8488,94.3921,43.6,11.2,41.3,1839,0.538,4,1
1467,27.5708,92.1302,85.2,28.0,27.8,1860,0.419,1,0
1468,29.1733,90.1721,26.0,13.7,36.4,1566,0.272,7,0
1469,24.8164,94.8581,32.4,30.1,28.5,1661,0.573,2,1
1470,26.7959,89.6043,97.3,26.4,58.0,3083,0.509,5,1
1471,26.2222,96.8984,,21.8,15.7,980,0.248,1,0
1472,26.6079,89.7851,4.7,8.6,60.6,2893,0.653,2,0
1473,24.6557,89.0195,30.4,25.7,21.8,1459,0.523,2,0
1474,24.7375,92.7277,110.7,22.5,55.5,2542,0.635,3,1
1475,25.5294,92.9357,7.0,26.7,40.3,2046,0.651,9,1
1476,25.6759,92.8278,48.2,12.0,20.0,1472,0.208,3,0
1477,26.3535,92.1483,500.0,90.2,67.1,3306,0.695,6,1
1478,27.3604,97.4507,0.5,26.1,42.6,2370,0.616,5,0
1479,27.4905,92.6197,233.7,35.9,59.9,3187,0.603,6,0
1480,26.265,92.5405,311.6,39.2,35.0,1759,0.378,2,1
1481,26.2483,92.0068,6.5,15.8,66.5,3283,0.837,8,0
1482,25.197,88.6348,2.0,9.5,41.9,2198,0.336,5,0
1483,27.2357,93.6331,119.3,24.5,28.5,1707,0.354,5,0
1484,25.7437,90.1657,321.9,67.4,5.3,830,0.385,1,0
1485,24.1983,94.0573,173.3,42.6,13.8,1177,0.452,1,0
1486,26.3012,88.4829,,12.0,45.3,2532,0.694,10,1
1487,26.6077,97.3232,46.0,27.1,24.8,1337,0.519,2,0
1488,25.2408,92.4555,77.8,21.1,2.2,645,0.035,0,1
1489,27.1485,96.5192,8.3,36.2,11.3,748,0.447,1,0
1490,27.1117,92.5178,99.2,16.4,66.1,3160,0.612,5,1
1491,27.861,88.5731,260.9,56.3,41.4,2282,0.537,6,1
1492,27.5637,95.811,59.2,35.4,24.8,1646,0.323,1,0
1493,27.5884,94.1577,43.6,11.4,34.7,1782,0.557,7,1
1494,25.7392,95.4267,24.8,12.6,16.7,1124,0.342,3,0
1495,28.3309,92.0676,16.7,18.4,5.0,534,0.372,4,0
1496,27.0203,94.0604,24.4,34.5,20.7,1046,0.216,2,0
1497,26.3728,96.1342,51.7,27.1,20.8,1114,0.213,1,1
1498,27.4431,93.9951,18.0,27.1,17.6,1442,0.293,2,0
1499,25.9836,91.3029,22.6,31.7,37.0,1796,0.249,3,0
1500,26.8201,94.294,9.8,31.7,3.6,926,0.301,0,0
1501,28.0519,94.3826,33.2,23.2,5.6,493,0.156,0,0
1502,28.8752,97.1256,186.4,41.0,44.8,2398,0.522,5,0
1503,29.0658,91.5237,15.1,28.8,35.0,1902,0.261,2,0
1504,26.77,92.0383,33.4,16.5,32.3,1880,0.284,4,1
1505,26.8615,95.7152,35.5,35.3,41.8,2223,0.528,3,1
1506,28.3993,92.8047,32.7,8.8,18.7,1343,0.247,3,0
1507,25.7295,94.9974,3.1,11.0,2.7,842,0.104,0,0
1508,28.6056,92.3672,256.7,57.9,30.3,1706,0.294,4,0
1509,26.7178,90.0472,7.3,16.0,52.8,2259,0.438,3,0
1510,24.6372,95.0794,22.9,11.7,37.8,1802,0.501,5,1
1511,24.3963,89.246,74.8,18.6,12.8,1108,0.152,0,0
1512,28.631,89.8865,74.9,29.5,40.1,2050,0.412,4,1
1513,24.3056,93.9548,50.4,36.7,40.9,2120,0.548,1,0
1514,25.5434,95.0991,12.2,8.1,35.6,1942,0.443,1,0
1515,25.8377,96.4995,3.1,5.8,37.4,1864,0.488,4,0
1516,24.9515,90.5896,361.8,59.0,23.6,1586,0.258,3,0
1517,25.7264,89.0519,18.2,36.6,33.7,1954,0.598,5,0
1518,28.0848,97.0824,5.4,13.9,18.1,1324,0.286,3,0
1519,24.0808,89.467,34.0,38.5,16.6,1265,0.225,3,1
1520,28.5495,89.8778,92.6,42.6,44.3,2495,0.657,2,1
1521,28.711,90.7676,11.6,14.7,26.1,1561,0.436,0,0
1522,26.0474,93.0292,14.9,31.9,39.8,2369,0.511,4,1
1523,24.8449,96.3868,15.0,27.8,52.6,2287,0.705,7,0
1524,27.3046,95.2252,377.5,62.1,45.2,2350,0.325,0,1
1525,24.6582,94.7275,128.5,32.0,47.7,2510,0.653,5,0
1526,26.0071,89.6642,59.9,36.8,52.9,2550,0.624,6,1
1527,29.2714,91.398,49.1,34.9,16.2,950,0.252,2,1
1528,29.4751,92.5448,84.1,37.6,19.8,1277,0.235,2,1
1529,28.2466,89.4005,97.3,46.6,11.1,799,0.116,2,0
1530,25.7103,90.5976,69.8,27.3,9.9,1132,0.442,2,0
1531,27.7822,90.9292,5.5,30.5,7.7,658,0.108,2,0
1532,27.8797,89.2091,16.0,33.4,34.7,1611,0.335,5,1
1533,26.1331,93.2273,500.0,66.2,44.5,2283,0.573,4,1
1534,27.5249,94.6978,56.7,12.1,61.3,2829,0.693,5,1
1535,24.059,88.6644,321.6,52.6,32.2,1455,0.279,0,1
1536,25.1498,92.5707,30.7,34.9,26.0,1535,0.499,4,1
1537,26.888,95.431,56.1,19.8,15.6,1100,0.308,2,0
1538,24.9006,95.1059,16.9,28.4,20.8,1053,0.478,5,1
1539,24.9125,95.7432,20.9,7.0,14.7,1106,0.133,2,1
1540,28.5997,92.2583,197.0,37.4,53.3,2629,0.372,4,1
1541,29.4402,95.7953,69.0,31.5,16.3,1294,0.363,0,0
1542,27.0578,90.2872,77.8,17.1,16.6,1017,0.171,2,0
1543,28.6149,91.4277,78.3,41.4,5.9,510,0.249,2,1
1544,29.4468,89.6754,339.7,46.8,31.3,2018,0.214,4,0
1545,24.7788,92.4411,6.9,33.9,19.9,1289,0.445,4,0
1546,26.4654,91.7246,15.0,13.0,18.9,875,0.486,5,0
1547,26.1591,90.2888,59.0,42.3,2.1,758,0.35,3,0
1548,24.4403,95.1419,23.7,26.2,36.6,1702,0.627,6,0
1549,28.1543,90.9815,73.3,15.2,28.9,1806,0.554,3,1
1550,26.3858,90.5916,226.9,31.5,18.6,1338,0.302,3,0
1551,26.5813,89.2435,500.0,61.9,17.5,1478,0.276,4,0
1552,24.8287,92.1688,27.5,26.1,48.6,2720,0.682,4,1
1553,24.9951,90.8782,19.6,32.2,61.5,2752,0.781,7,1
1554,28.9891,91.5081,30.1,20.5,39.5,2217,0.652,6,1
1555,24.2456,90.242,500.0,73.5,5.7,550,0.345,0,1
1556,25.2807,95.25,36.4,27.1,55.0,2740,0.447,7,0
1557,25.6063,96.835,45.4,26.3,39.3,2090,0.64,6,1
1558,26.6961,92.7304,3.2,26.5,27.9,1254,0.565,6,1
1559,27.2254,94.1085,29.2,22.6,52.6,2208,0.617,6,0
1560,26.7131,96.2381,193.4,48.3,11.1,584,0.417,2,0
1561,24.4626,97.4889,141.2,51.4,15.3,802,0.326,4,1
1562,25.3402,93.8284,68.0,23.0,18.0,1000,0.498,8,1
1563,28.6397,96.4529,36.4,8.9,17.4,1431,0.154,1,0
1564,27.5067,96.6318,307.1,42.2,17.2,1151,0.46,2,0
1565,27.5703,95.5188,220.1,46.1,7.2,946,0.07,1,0
1566,27.6861,92.3788,12.7,16.7,19.7,1475,0.267,1,0
1567,28.196,88.771,6.9,34.9,10.7,1042,0.125,0,0
1568,24.3196,88.1502,30.4,27.6,28.1,1498,0.379,4,0
1569,26.0163,92.5334,17.8,22.8,19.3,1477,0.222,0,0
1570,26.9674,92.696,22.4,32.1,7.0,899,0.427,4,0
1571,25.8615,91.8699,15.7,14.4,24.1,1584,0.384,1,0
1572,28.6446,93.3976,14.5,31.9,62.9,3247,0.778,4,0
1573,26.6541,93.2455,17.0,6.5,35.2,1927,0.346,5,0
1574,28.2275,95.9478,67.1,31.4,9.4,846,0.073,0,0
1575,28.6861,89.0322,27.7,37.0,14.3,1295,0.406,7,1
1576,26.7764,90.1392,42.6,34.0,20.3,1230,0.416,4,0
1577,29.0025,95.5335,92.6,41.6,16.0,1308,0.325,2,0
1578,27.2292,96.0545,43.8,21.8,42.8,1850,0.611,6,0
1579,28.6765,97.4508,81.5,39.4,48.7,2049,0.661,8,0
1580,25.8732,96.2927,49.1,27.3,32.2,1758,0.45,3,1
1581,26.7435,96.454,9.3,25.0,6.4,408,0.429,2,1
1582,26.9228,90.9863,65.7,13.6,59.2,3152,0.683,3,1
1583,24.5774,91.8158,67.8,18.3,7.2,392,0.319,3,0
1584,26.192,90.5468,221.3,46.2,26.3,1655,0.32,4,0
1585,29.0454,93.7598,140.8,21.8,9.0,630,0.061,2,0
1586,27.4696,96.9187,191.7,48.9,20.5,1597,0.233,2,0
1587,24.9763,91.2741,91.7,41.0,44.5,2147,0.602,4,1
1588,25.8637,93.2915,141.9,49.1,42.9,1835,0.57,6,0
1589,25.0538,90.8148,154.5,24.7,16.5,779,0.242,1,0
1590,24.1365,89.6131,12.7,35.5,2.8,599,0.269,1,0
1591,29.101,89.8543,128.2,20.7,56.1,3035,0.452,7,1
1592,26.4651,88.5505,51.5,25.1,20.3,1598,0.241,2,0
1593,25.6914,97.0183,7.0,31.7,66.7,3004,0.824,5,1
1594,27.2916,91.8274,246.1,33.8,7.1,722,0.213,1,1
1595,24.0402,95.9241,3.6,5.5,29.5,1350,0.295,2,0
1596,25.5291,94.4726,28.3,,14.9,1062,0.294,4,0
1597,27.8667,89.8233,34.3,24.4,10.4,936,0.224,1,0
1598,27.4857,89.6669,6.0,30.7,5.2,484,0.326,3,0
1599,29.3999,95.7139,95.7,19.0,44.7,2316,0.683,1,1
1600,27.412,90.5148,27.9,11.5,52.6,2834,0.587,6,0
1601,26.6263,96.6762,91.6,32.5,39.8,1693,0.502,4,1
1602,28.1879,89.3305,71.2,19.7,23.2,1188,0.301,2,0
1603,28.9683,94.4382,122.4,41.0,50.8,2279,0.565,4,0
1604,27.9638,95.7375,26.8,37.4,39.8,1779,0.393,5,0
1605,29.2977,90.2349,17.0,30.5,58.2,2544,0.388,3,1
1606,28.301,90.624,135.5,47.0,39.9,2134,0.612,3,1
1607,28.7674,97.1629,10.2,22.0,40.9,1808,0.444,5,0
1608,24.6276,90.5137,160.5,48.4,13.0,1137,0.284,2,1
1609,28.0283,92.0846,150.1,26.8,31.6,1985,0.244,2,0
1610,26.4205,92.1089,198.1,28.4,36.8,2221,0.58,3,0
1611,27.0421,90.4038,75.0,33.4,43.0,2282,0.355,5,0
1612,27.5976,95.37,20.9,8.4,12.5,738,0.248,2,0
1613,29.334,95.3326,27.4,35.6,20.9,996,0.475,5,0
1614,29.4152,91.594,45.0,31.2,31.9,1538,0.396,5,0
1615,25.5853,95.9337,10.2,35.6,35.2,2181,0.607,4,1
1616,28.0356,90.0242,14.1,15.9,56.5,3034,0.46,1,1
1617,28.1249,88.0409,12.4,21.2,13.4,903,0.375,0,1
1618,25.9057,93.4261,110.5,40.0,22.7,1236,0.543,5,1
1619,24.6813,97.4437,133.0,,51.5,2517,0.563,6,1
1620,24.2252,88.3671,2.6,21.9,42.1,1988,0.558,8,1
1621,28.2754,89.976,500.0,80.3,16.4,1442,0.267,1,0
1622,26.6933,92.9297,70.0,43.0,20.2,1063,0.435,6,0
1623,29.4205,95.6944,10.7,29.1,38.2,1886,0.618,2,0
1624,26.5574,88.8459,11.3,9.5,27.1,1485,0.462,3,0
1625,29.3785,91.7547,38.5,23.7,9.2,556,0.436,1,1
1626,26.2637,95.0972,8.0,23.9,6.3,620,0.277,5,1
1627,28.3653,91.5297,132.4,23.7,37.0,2180,0.478,5,0
1628,24.4665,89.7939,4.4,18.6,15.7,826,0.227,3,0
1629,27.055,89.8572,338.1,50.6,32.1,1793,0.498,3,1
1630,28.4113,91.8955,500.0,63.2,35.9,1821,0.592,6,1
1631,29.0859,92.5545,34.5,24.4,56.5,2479,0.635,7,0
1632,28.5242,96.1872,0.6,9.8,22.1,993,0.241,6,0
1633,24.2033,94.1014,1.1,23.2,8.6,635,0.275,2,0
1634,26.0499,94.5588,21.1,12.2,14.2,711,0.397,7,0
1635,24.2678,97.3384,153.7,44.2,40.3,1976,0.644,4,1
1636,24.6011,91.9125,14.5,12.2,25.0,1667,0.229,3,0
1637,27.7142,91.8319,88.5,42.5,16.7,1272,0.162,3,0
1638,27.9229,96.7718,31.2,8.8,20.1,1567,0.299,2,0
1639,28.2555,90.3358,13.5,22.4,26.5,1459,0.227,1,0
1640,28.76,94.9332,0.3,14.6,20.1,1399,0.526,3,1
1641,28.0669,95.1684,73.6,19.7,16.3,1218,0.278,0,0
1642,28.4048,88.929,26.4,22.3,54.7,2440,0.578,4,1
1643,24.2693,92.4482,116.2,43.8,42.3,2005,0.373,5,0
1644,25.2899,89.9053,41.5,37.9,38.6,2015,0.437,6,1
1645,27.4204,89.7611,10.8,15.2,17.3,1350,0.509,5,0
1646,28.7197,92.4064,70.9,17.2,12.7,931,0.28,3,0
1647,24.0248,90.7496,9.3,28.2,5.4,475,0.04,0,0
1648,26.8305,95.5626,49.7,28.3,24.2,1763,0.258,3,0
1649,27.7251,96.6222,69.9,18.5,3.3,313,0.413,1,0
1650,24.1628,95.6258,129.5,42.7,24.8,1761,0.561,7,0
1651,26.2075,90.5273,2.8,21.2,13.9,1222,0.177,3,0
1652,28.926,90.6043,205.5,47.7,42.1,2371,0.527,7,1
1653,27.6939,90.4199,3.5,16.2,25.3,1668,0.199,4,0
1654,25.3071,89.2829,13.9,19.9,24.2,1214,0.392,5,0
1655,28.6903,96.9661,31.2,13.6,43.1,2267,0.338,2,0
1656,25.9142,91.8195,45.9,33.4,43.2,2358,0.615,4,0
1657,28.6934,90.1346,75.5,17.8,23.5,1562,0.532,2,0
1658,25.6442,96.0434,92.3,39.2,56.4,2546,0.445,3,0
1659,27.2468,91.7924,19.6,31.8,43.0,1947,0.472,4,0
1660,26.1832,88.3336,500.0,83.0,27.4,1426,0.223,1,1
1661,25.5115,89.5384,54.6,11.1,13.9,992,0.228,3,0
1662,28.8761,94.0729,18.0,15.1,16.2,1150,0.134,0,0
1663,25.0318,95.4376,3.1,19.6,39.5,2266,0.369,4,0
1664,24.4665,90.0039,65.8,30.5,42.1,2322,0.677,8,1
1665,25.8806,96.7153,50.0,39.0,28.3,1705,0.207,2,0
1666,27.947,96.0845,37.7,20.5,25.5,1304,0.514,2,1
1667,28.4409,96.0596,87.5,41.7,10.7,863,0.102,1,0
1668,29.4931,90.1628,3.4,10.0,8.5,675,0.268,2,0
1669,25.63,88.4801,36.7,20.2,29.4,1440,0.377,4,0
1670,26.2437,96.2405,3.9,6.6,18.9,863,0.499,3,1
1671,24.7525,90.9051,180.6,47.8,43.6,2082,0.37,2,1
1672,27.1618,93.8797,17.9,11.2,41.9,1955,0.351,3,1
1673,29.4867,95.2197,89.3,22.4,34.5,1880,0.529,5,1
1674,27.8548,89.2188,142.3,44.6,37.6,1648,0.541,4,1
1675,27.2737,95.418,71.6,29.2,66.8,2961,0.725,9,0
1676,26.158,96.9159,223.6,29.5,67.9,2847,0.463,4,0
1677,29.0341,94.9196,82.6,13.7,48.3,2481,0.426,2,0
1678,26.733,92.1916,6.7,21.3,41.1,2142,0.61,1,1
1679,24.739,96.3284,119.5,27.3,4.9,532,0.273,1,0
1680,26.0096,93.0108,500.0,65.2,58.5,2543,0.631,3,1
1681,24.3694,95.0753,9.0,,2.8,883,0.137,0,0
1682,25.1109,95.7948,247.5,38.9,43.4,2245,0.393,4,1
1683,24.0972,95.1189,,41.4,18.1,1299,0.499,5,1
1684,26.493,90.7346,91.0,26.5,2.1,556,0.305,3,1
1685,27.49,89.1195,3.5,10.8,42.0,2345,0.331,7,0
1686,25.8881,90.2642,5.7,9.5,28.5,1867,0.565,2,0
1687,26.3121,92.7773,65.8,19.2,14.9,964,0.332,2,0
1688,29.2757,92.8001,73.4,13.5,19.5,1363,0.263,3,0
1689,28.1358,93.5351,57.7,20.6,12.8,773,0.244,1,0
1690,26.9747,91.7535,,39.2,19.1,1320,0.417,2,1
1691,25.565,95.4755,40.9,35.2,8.1,703,0.205,2,0
1692,28.9335,96.675,112.8,28.6,42.5,1805,0.515,2,0
1693,25.293,90.3439,84.9,32.0,16.7,1437,0.396,2,0
1694,25.7894,94.997,22.3,24.8,28.1,1832,0.265,1,0
1695,28.9999,94.4407,4.0,31.0,42.4,2000,0.66,4,0
1696,26.9125,92.9694,54.7,18.0,14.3,1370,0.238,2,0
1697,28.0827,89.791,500.0,68.8,59.7,2710,0.566,2,1
1698,27.2491,95.5547,59.0,,61.3,2873,0.688,6,0
1699,27.5939,97.1259,123.2,19.3,58.4,3032,0.633,3,0
1700,25.6466,94.8574,75.9,22.8,9.8,705,0.241,3,0
1701,25.3275,96.7197,148.3,48.5,17.6,1119,0.377,1,0
1702,25.7737,97.3498,25.2,36.0,11.8,1038,0.44,6,1
1703,24.8549,91.3445,16.1,9.7,42.1,1875,0.601,5,0
1704,28.8087,94.0631,15.2,20.6,13.7,944,0.421,2,1
1705,25.5579,92.5024,120.4,29.8,51.4,2373,0.446,4,0
1706,27.0882,97.373,17.8,21.9,40.2,2182,0.436,1,1
1707,28.3559,88.8912,11.1,23.2,18.0,915,0.342,1,0
1708,28.311,91.9176,11.1,6.4,3.9,419,0.044,0,0
1709,26.4111,96.3176,78.5,39.7,21.5,1458,0.451,4,0
1710,26.6194,90.6985,,41.5,18.4,945,0.252,0,0
1711,29.4709,95.484,26.1,28.0,18.8,1147,0.238,0,1
1712,27.7103,91.6364,44.7,30.2,13.4,1135,0.193,2,0
1713,28.4805,97.3098,70.0,28.8,50.9,2672,0.453,2,0
1714,28.964,96.3935,8.7,16.0,38.0,1686,0.389,2,0
1715,28.3317,90.8625,83.9,18.4,6.1,940,0.283,1,0
1716,25.0185,95.3168,70.2,30.6,12.7,1115,0.318,0,0
1717,27.0919,91.2001,42.3,10.6,43.7,2086,0.394,2,1
1718,24.5604,93.7604,236.0,56.4,60.9,3071,0.489,4,1
1719,27.5911,94.2556,37.1,21.8,14.7,1198,0.429,5,1
1720,29.2544,95.8812,8.7,18.5,57.3,2813,0.419,6,0
1721,26.82,88.2323,107.0,26.6,19.4,1267,0.334,7,1
1722,26.3813,90.0915,41.3,39.6,7.8,926,0.26,1,0
1723,24.1971,94.7632,87.5,19.6,43.8,2551,0.522,4,1
1724,29.2788,93.3535,23.3,11.8,14.9,1101,0.454,1,0
1725,24.5665,92.7082,11.5,11.0,37.5,2166,0.5,1,0
1726,24.2259,88.5245,1.6,25.4,27.5,1721,0.573,3,1
1727,25.3534,91.3086,44.6,40.7,5.2,907,0.383,2,0
1728,24.3604,96.2185,28.9,15.1,17.9,1484,0.205,2,0
1729,26.5031,88.2935,134.3,,30.2,1443,0.298,5,1
1730,26.8385,91.7661,13.5,14.8,18.5,956,0.261,0,0
1731,25.7191,96.9789,88.7,34.7,45.0,2310,0.457,1,1
1732,24.2803,88.4834,26.2,8.7,6.0,655,0.261,2,0
1733,24.6138,95.1222,0.0,20.1,39.1,2064,0.354,2,1
1734,26.1148,90.4473,10.7,26.3,53.0,2779,0.442,4,0
1735,24.3329,96.2328,38.9,25.7,6.9,1028,0.199,2,0
1736,27.84,95.0876,24.6,14.7,16.0,1032,0.375,1,1
1737,25.1386,96.4142,96.0,41.2,20.1,1407,0.409,2,1
1738,25.6614,90.0513,21.4,37.4,45.5,2058,0.694,5,0
1739,26.1677,93.0473,51.0,24.6,19.4,1250,0.21,2,0
1740,26.2914,95.4031,9.6,25.6,23.1,1039,0.311,3,0
1741,24.0091,90.3341,119.2,42.5,32.4,1749,0.602,3,1
1742,24.6164,90.1921,17.1,14.0,14.3,1054,0.371,1,0
1743,28.7452,88.2582,93.6,42.0,12.0,1095,0.317,0,1
1744,24.0068,97.1059,306.9,47.1,66.4,3211,0.659,6,1
1745,26.7949,94.7452,8.5,29.9,4.0,511,0.057,0,0
1746,26.6923,94.0378,184.2,28.3,44.4,1880,0.653,3,1
1747,25.832,95.0679,136.6,28.6,17.6,885,0.368,1,0
1748,26.3723,93.0503,31.7,24.8,56.9,3057,0.608,8,0
1749,28.2932,92.5233,28.0,24.1,28.2,1874,0.404,4,0
1750,28.6266,92.2706,105.0,42.8,18.1,1052,0.277,3,0
1751,25.4319,94.0842,322.0,71.3,41.4,1937,0.378,2,0
1752,25.7737,89.9146,25.6,10.7,18.4,1141,0.425,1,0
1753,25.3337,96.4366,154.2,30.0,41.2,2231,0.478,8,0
1754,26.6392,95.7116,14.3,17.3,17.8,1062,0.132,1,0
1755,27.7579,91.3209,53.9,25.5,11.0,587,0.233,0,1
1756,25.2554,93.4968,135.5,35.0,64.7,2970,0.803,5,1
1757,25.819,89.3398,2.5,31.7,69.5,3062,0.613,5,1
1758,29.1171,97.2373,41.2,33.3,31.8,1599,0.377,3,1
1759,24.2671,96.5775,3.6,5.5,66.9,2890,0.696,3,0
1760,26.5342,96.758,53.6,24.7,41.2,2209,0.595,2,0
1761,27.9136,91.1555,20.8,26.3,28.0,1589,0.454,5,0
1762,24.8275,89.6068,80.4,27.8,16.7,958,0.451,1,1
1763,24.2606,90.0118,136.0,23.6,7.5,788,0.096,0,1
1764,24.7601,88.855,58.1,23.4,4.2,613,0.398,0,0
1765,29.0535,89.1411,118.4,30.5,19.8,1449,0.494,1,1
1766,24.0509,88.6774,21.3,12.8,4.8,961,0.24,1,0
1767,25.0358,97.4033,7.9,29.2,14.3,763,0.345,4,1
1768,24.1721,88.7035,55.6,20.7,25.7,1747,0.256,3,1
1769,24.6085,89.2591,270.4,52.8,45.9,2429,0.485,1,1
1770,27.4108,95.8589,136.4,35.7,12.7,1093,0.166,0,0
1771,25.329,93.5123,500.0,87.1,33.0,1682,0.229,0,1
1772,27.1307,95.357,72.7,16.3,34.5,1721,0.622,1,1
1773,27.2461,93.9937,,16.5,13.3,636,0.192,4,0
1774,28.6719,96.3807,24.8,16.7,62.6,3292,0.655,6,0
1775,24.0261,94.0654,268.4,47.6,9.4,901,0.183,1,0
1776,28.6935,92.9602,37.1,18.0,58.5,2722,0.538,1,1
1777,27.4052,94.7711,23.3,31.1,16.6,1145,0.27,1,0
1778,24.8951,92.2502,21.4,14.6,11.0,568,0.207,1,0
1779,28.2512,91.2876,498.0,62.0,32.7,1530,0.473,5,1
1780,28.7052,92.4427,61.7,24.3,31.1,1780,0.592,4,1
1781,25.3984,89.6123,334.7,65.7,15.1,1064,0.272,2,0
1782,29.0534,95.5674,14.6,32.9,34.1,2015,0.617,4,0
